Age,Workclass,Qualification,Marital status,occupation,sex,hours.per.week,Country,Income morethan 50k
50,Private,Masters,Married-civ-spouse,Craft-repair,Male,45,United-States,1
46,Private,11th,Married-civ-spouse,Craft-repair,Male,40,United-States,1
41,Self-emp-not-inc,Masters,Married-civ-spouse,Sales,Female,35,United-States,1
56,Private,Bachelors,Married-civ-spouse,Prof-specialty,Male,65,United-States,1
39,Private,Bachelors,Married-civ-spouse,Prof-specialty,Male,50,United-States,1
46,Self-emp-not-inc,Doctorate,Married-civ-spouse,Prof-specialty,Male,50,United-States,1
48,Local-gov,7th-8th,Married-civ-spouse,Transport-moving,Male,40,United-States,1
35,Private,Doctorate,Married-civ-spouse,Prof-specialty,Male,40,Taiwan,1
56,Private,Some-college,Married-civ-spouse,Craft-repair,Male,60,United-States,1
49,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Male,60,United-States,1
61,State-gov,Prof-school,Married-civ-spouse,Prof-specialty,Male,40,United-States,1
43,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,40,United-States,0
37,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,50,United-States,0
43,Private,Bachelors,Married-civ-spouse,Machine-op-inspct,Male,40,United-States,0
41,Private,HS-grad,Married-civ-spouse,Sales,Male,40,United-States,0
30,Private,Bachelors,Married-civ-spouse,Adm-clerical,Male,40,United-States,0
58,Private,Some-college,Married-civ-spouse,Protective-serv,Male,40,United-States,0
40,Private,HS-grad,Married-civ-spouse,Prof-specialty,Male,40,United-States,0
44,State-gov,Masters,Married-civ-spouse,Exec-managerial,Male,40,United-States,0
40,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,32,United-States,0
58,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,40,United-States,0
48,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Male,40,United-States,0
49,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Male,40,United-States,1
50,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,50,United-States,1
43,Private,Bachelors,Married-civ-spouse,Sales,Male,55,United-States,1
53,Private,HS-grad,Married-civ-spouse,Transport-moving,Male,40,United-States,1
42,Private,Doctorate,Married-civ-spouse,Prof-specialty,Male,50,United-States,1
56,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,Male,40,United-States,1
44,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,56,United-States,1
29,Private,Bachelors,Married-civ-spouse,Prof-specialty,Female,50,United-States,1
35,Private,HS-grad,Married-civ-spouse,Sales,Male,40,United-States,1
44,Private,HS-grad,Married-civ-spouse,Sales,Male,40,United-States,0
34,Federal-gov,Bachelors,Married-civ-spouse,Protective-serv,Male,48,United-States,0
42,Private,Masters,Married-civ-spouse,Prof-specialty,Male,55,India,0
43,Private,Bachelors,Married-civ-spouse,Prof-specialty,Male,40,United-States,0
57,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Male,45,United-States,0
32,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,60,United-States,0
33,Private,Bachelors,Married-civ-spouse,Adm-clerical,Male,45,United-States,0
43,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Male,15,United-States,0
32,Private,HS-grad,Married-civ-spouse,Sales,Male,50,United-States,0
36,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,48,United-States,0
50,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Male,60,United-States,0
27,Private,HS-grad,Married-civ-spouse,Transport-moving,Male,45,United-States,0
60,Private,Prof-school,Married-civ-spouse,Exec-managerial,Male,40,United-States,0
53,Private,Masters,Married-civ-spouse,Exec-managerial,Male,50,United-States,0
61,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Male,40,United-States,0
32,Private,Bachelors,Married-civ-spouse,Sales,Male,40,United-States,0
52,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Male,60,Cuba,0
37,Private,HS-grad,Married-civ-spouse,Exec-managerial,Male,55,United-States,0
33,Private,HS-grad,Married-civ-spouse,Tech-support,Female,40,United-States,0
57,Self-emp-not-inc,Doctorate,Married-civ-spouse,Sales,Male,40,United-States,0
43,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,99,United-States,0
50,Private,HS-grad,Married-civ-spouse,Exec-managerial,Male,40,United-States,0
43,Private,Some-college,Married-civ-spouse,Craft-repair,Male,40,United-States,0
45,Private,HS-grad,Married-civ-spouse,Other-service,Male,40,United-States,0
37,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Male,45,United-States,1
31,Private,Masters,Married-civ-spouse,Prof-specialty,Male,43,United-States,1
33,Private,Assoc-acdm,Married-civ-spouse,Craft-repair,Male,50,United-States,1
56,Self-emp-not-inc,HS-grad,Married-civ-spouse,Other-service,Male,50,Canada,1
43,Private,Some-college,Married-civ-spouse,Prof-specialty,Female,50,United-States,1
52,Private,10th,Married-civ-spouse,Craft-repair,Male,47,United-States,1
38,Private,Bachelors,Married-civ-spouse,Prof-specialty,Male,40,United-States,1
57,Private,HS-grad,Married-civ-spouse,Transport-moving,Male,40,United-States,1
41,Private,Some-college,Married-civ-spouse,Craft-repair,Male,50,United-States,1
37,Private,HS-grad,Married-civ-spouse,Exec-managerial,Male,50,United-States,1
42,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,40,United-States,1
44,Private,Masters,Married-civ-spouse,Prof-specialty,Male,35,United-States,1
39,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,50,United-States,1
53,Federal-gov,Some-college,Married-civ-spouse,Exec-managerial,Female,40,Philippines,1
51,Private,Some-college,Married-civ-spouse,Exec-managerial,Male,65,United-States,1
38,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,50,United-States,1
43,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Male,40,United-States,1
33,Self-emp-inc,Assoc-acdm,Married-civ-spouse,Exec-managerial,Male,60,United-States,1
43,Private,Bachelors,Married-civ-spouse,Sales,Male,40,United-States,1
35,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,45,United-States,1
41,Private,Some-college,Married-civ-spouse,Exec-managerial,Male,50,United-States,1
45,Private,Some-college,Married-civ-spouse,Craft-repair,Male,40,United-States,1
59,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Male,40,United-States,1
30,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Male,45,United-States,1
32,State-gov,Bachelors,Married-civ-spouse,Protective-serv,Male,45,United-States,1
39,Federal-gov,Bachelors,Married-civ-spouse,Protective-serv,Male,60,United-States,1
43,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Female,70,United-States,1
32,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,55,United-States,1
39,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Male,40,United-States,1
37,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Male,40,United-States,1
34,Private,Some-college,Married-civ-spouse,Exec-managerial,Female,40,United-States,1
46,Private,Some-college,Married-civ-spouse,Tech-support,Male,45,United-States,1
51,Local-gov,Doctorate,Married-civ-spouse,Prof-specialty,Male,40,United-States,1
29,Private,HS-grad,Married-civ-spouse,Sales,Male,55,United-States,1
34,Private,Bachelors,Married-civ-spouse,Prof-specialty,Female,40,United-States,1
50,Private,Some-college,Married-civ-spouse,Craft-repair,Male,35,United-States,1
34,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Male,40,United-States,1
58,Private,10th,Married-civ-spouse,Transport-moving,Male,40,United-States,1
56,Self-emp-not-inc,5th-6th,Married-civ-spouse,Exec-managerial,Male,67,United-States,1
34,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Male,48,United-States,1
36,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Male,40,United-States,1
46,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Male,40,United-States,1
50,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Male,40,United-States,1
27,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Male,45,United-States,1
32,Private,Assoc-acdm,Married-civ-spouse,Craft-repair,Male,40,Ireland,1
44,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Male,70,United-States,1
39,Private,HS-grad,Married-civ-spouse,Sales,Male,46,United-States,1
33,Private,HS-grad,Married-civ-spouse,Adm-clerical,Female,20,United-States,1
59,Federal-gov,HS-grad,Married-civ-spouse,Craft-repair,Male,40,United-States,1
59,Private,Some-college,Married-civ-spouse,Craft-repair,Male,55,United-States,1
51,State-gov,Some-college,Married-civ-spouse,Sales,Male,40,United-States,1
37,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Male,40,United-States,1
57,Private,HS-grad,Married-civ-spouse,Tech-support,Male,40,Trinadad&Tobago,1
25,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Female,40,United-States,1
54,Private,HS-grad,Married-civ-spouse,Transport-moving,Male,65,United-States,1
47,Local-gov,Some-college,Married-civ-spouse,Transport-moving,Male,40,United-States,1
52,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Male,70,Germany,1
40,Private,Bachelors,Married-civ-spouse,Prof-specialty,Male,40,United-States,1
27,Private,Bachelors,Married-civ-spouse,Machine-op-inspct,Male,60,United-States,1
31,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,40,United-States,1
41,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,Male,55,United-States,1
41,Private,HS-grad,Married-civ-spouse,Transport-moving,Male,45,United-States,1
50,Private,HS-grad,Married-civ-spouse,Exec-managerial,Male,55,United-States,1
36,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Male,40,United-States,1
27,Private,HS-grad,Married-civ-spouse,Adm-clerical,Female,40,United-States,1
46,Private,Some-college,Married-civ-spouse,Sales,Male,40,United-States,1
61,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Male,40,United-States,1
39,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Male,40,United-States,1
47,Private,HS-grad,Married-civ-spouse,Transport-moving,Male,45,United-States,1
45,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Male,40,United-States,1
55,State-gov,HS-grad,Married-civ-spouse,Tech-support,Female,40,United-States,1
38,Self-emp-not-inc,11th,Married-civ-spouse,Exec-managerial,Male,45,United-States,1
57,Private,Bachelors,Married-civ-spouse,Sales,Male,55,United-States,1
38,Self-emp-not-inc,10th,Married-civ-spouse,Sales,Male,40,United-States,1
28,Private,Bachelors,Married-civ-spouse,Adm-clerical,Male,40,United-States,1
40,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Male,40,United-States,1
36,Private,Bachelors,Married-civ-spouse,Prof-specialty,Male,50,United-States,1
36,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,60,United-States,1
30,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Male,50,United-States,1
35,Private,HS-grad,Married-civ-spouse,Adm-clerical,Female,42,United-States,1
32,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,Male,60,United-States,1
55,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Male,40,United-States,1
29,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Male,30,United-States,1
37,Self-emp-inc,Assoc-acdm,Married-civ-spouse,Sales,Male,40,United-States,1
36,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Male,50,United-States,1
40,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Male,50,United-States,1
26,Private,Masters,Married-civ-spouse,Prof-specialty,Male,40,United-States,1
44,Private,Masters,Married-civ-spouse,Prof-specialty,Male,60,United-States,1
47,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,40,United-States,1
35,Private,Masters,Married-civ-spouse,Prof-specialty,Male,40,United-States,1
58,Private,Some-college,Married-civ-spouse,Sales,Male,40,United-States,1
41,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,Male,55,United-States,1
41,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,40,United-States,1
38,Local-gov,Doctorate,Married-civ-spouse,Exec-managerial,Male,50,United-States,1
47,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Male,40,United-States,1
39,Private,HS-grad,Married-civ-spouse,Transport-moving,Male,40,United-States,1
42,Private,Some-college,Married-civ-spouse,Sales,Male,50,United-States,1
42,Private,Bachelors,Married-civ-spouse,Sales,Male,40,United-States,1
37,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Female,35,United-States,1
41,Private,Bachelors,Married-civ-spouse,Prof-specialty,Male,40,United-States,1
51,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,40,United-States,1
50,Private,Bachelors,Married-civ-spouse,Craft-repair,Male,50,United-States,1
43,Private,10th,Married-civ-spouse,Machine-op-inspct,Male,40,United-States,1
28,Private,Assoc-acdm,Married-civ-spouse,Tech-support,Male,70,United-States,1
35,Self-emp-inc,Assoc-acdm,Married-civ-spouse,Sales,Male,45,United-States,1
59,Private,HS-grad,Married-civ-spouse,Exec-managerial,Male,40,United-States,1
28,Private,Bachelors,Married-civ-spouse,Prof-specialty,Male,40,United-States,1
42,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,40,United-States,1
51,Private,Masters,Married-civ-spouse,Exec-managerial,Male,47,United-States,1
54,Private,Masters,Married-civ-spouse,Exec-managerial,Male,44,United-States,1
45,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,40,United-States,1
38,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Female,40,United-States,1
46,Federal-gov,Masters,Married-civ-spouse,Armed-Forces,Male,40,United-States,1
33,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Male,40,United-States,1
36,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,40,United-States,1
36,Local-gov,Doctorate,Married-civ-spouse,Prof-specialty,Male,50,United-States,1
61,Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,Male,40,United-States,1
30,Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair,Male,48,United-States,1
50,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Female,36,United-States,1
58,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Male,48,United-States,1
43,Private,Bachelors,Married-civ-spouse,Machine-op-inspct,Male,40,United-States,1
40,Private,Some-college,Married-civ-spouse,Craft-repair,Male,68,United-States,1
55,Federal-gov,HS-grad,Married-civ-spouse,Tech-support,Male,40,United-States,1
52,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,40,United-States,1
44,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Male,55,United-States,1
39,Federal-gov,Prof-school,Married-civ-spouse,Prof-specialty,Male,50,United-States,1
45,Private,Bachelors,Married-civ-spouse,Sales,Male,60,United-States,1
42,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Male,40,United-States,1
29,Private,Some-college,Married-civ-spouse,Exec-managerial,Male,50,United-States,1
46,Private,Some-college,Married-civ-spouse,Transport-moving,Male,40,United-States,1
55,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,40,United-States,1
33,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,40,United-States,1
44,Private,Some-college,Married-civ-spouse,Transport-moving,Male,60,United-States,1
37,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,47,United-States,1
64,Self-emp-inc,Assoc-acdm,Married-civ-spouse,Sales,Male,50,United-States,1
43,State-gov,Masters,Married-civ-spouse,Prof-specialty,Male,45,United-States,1
36,Private,Bachelors,Married-civ-spouse,Sales,Male,35,United-States,1
55,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,40,United-States,1
34,Private,HS-grad,Married-civ-spouse,Exec-managerial,Male,45,United-States,1
29,Private,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Male,48,United-States,0
37,Private,Some-college,Married-civ-spouse,Exec-managerial,Male,60,Cuba,0
42,Private,Bachelors,Married-civ-spouse,Adm-clerical,Female,40,Philippines,0
41,Self-emp-not-inc,Assoc-acdm,Married-civ-spouse,Craft-repair,Male,40,United-States,0
45,Local-gov,Some-college,Married-civ-spouse,Craft-repair,Male,40,Mexico,0
35,Private,HS-grad,Married-civ-spouse,Sales,Male,50,Iran,0
61,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Male,60,United-States,0
49,Private,Some-college,Married-civ-spouse,Exec-managerial,Male,40,United-States,0
52,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Male,60,United-States,0
46,Local-gov,Assoc-acdm,Married-civ-spouse,Protective-serv,Male,50,United-States,0
23,Private,Masters,Married-civ-spouse,Prof-specialty,Male,50,India,0
36,Private,Some-college,Married-civ-spouse,Craft-repair,Male,40,United-States,1
43,Local-gov,HS-grad,Married-civ-spouse,Exec-managerial,Male,40,United-States,1
35,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Male,40,United-States,1
39,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Male,40,United-States,1
39,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,40,United-States,1
47,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Male,50,United-States,1
53,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Male,40,United-States,1
53,Private,Some-college,Married-civ-spouse,Transport-moving,Male,45,United-States,1
26,Private,Masters,Never-married,Prof-specialty,Female,40,United-States,1
52,Private,HS-grad,Never-married,Sales,Male,50,United-States,1
61,Private,5th-6th,Divorced,Transport-moving,Male,56,United-States,1
28,Local-gov,HS-grad,Never-married,Protective-serv,Male,40,United-States,1
42,Private,Masters,Divorced,Prof-specialty,Female,40,United-States,1
44,Local-gov,Masters,Never-married,Prof-specialty,Male,42,United-States,1
51,Private,HS-grad,Separated,Machine-op-inspct,Male,40,United-States,1
39,Local-gov,HS-grad,Divorced,Craft-repair,Male,40,United-States,1
36,State-gov,Bachelors,Divorced,Prof-specialty,Male,44,United-States,1
45,Private,Some-college,Divorced,Exec-managerial,Male,50,United-States,1
27,Private,Bachelors,Never-married,Exec-managerial,Male,40,United-States,1
40,Local-gov,Masters,Never-married,Adm-clerical,Female,35,United-States,1
25,Private,Bachelors,Never-married,Sales,Female,40,United-States,1
47,Private,HS-grad,Divorced,Sales,Male,40,United-States,1
32,Private,Bachelors,Never-married,Prof-specialty,Male,50,United-States,1
53,Private,HS-grad,Separated,Adm-clerical,Female,38,United-States,1
32,Private,Some-college,Never-married,Sales,Male,60,United-States,1
49,Private,HS-grad,Divorced,Craft-repair,Male,40,United-States,1
27,Private,Assoc-voc,Never-married,Prof-specialty,Female,36,Canada,1
26,Private,Bachelors,Never-married,Exec-managerial,Male,38,United-States,1
60,Self-emp-not-inc,HS-grad,Separated,Other-service,Male,50,United-States,1
56,Self-emp-not-inc,Masters,Divorced,Sales,Male,60,United-States,1
58,Private,Assoc-acdm,Divorced,Adm-clerical,Male,40,United-States,1
39,Private,Bachelors,Never-married,Sales,Male,50,United-States,1
53,Private,Masters,Divorced,Prof-specialty,Female,38,United-States,1
27,Private,Some-college,Never-married,Craft-repair,Male,45,Cambodia,1
46,Local-gov,Masters,Divorced,Prof-specialty,Female,60,United-States,1
30,Private,HS-grad,Never-married,Exec-managerial,Male,45,United-States,1
38,Local-gov,HS-grad,Never-married,Craft-repair,Male,40,Canada,1
41,Private,Bachelors,Never-married,Prof-specialty,Female,40,United-States,1
27,Private,HS-grad,Never-married,Transport-moving,Male,75,United-States,1
43,Private,Bachelors,Divorced,Tech-support,Male,40,United-States,1
30,Federal-gov,Bachelors,Never-married,Prof-specialty,Male,40,United-States,1
25,Private,Bachelors,Never-married,Prof-specialty,Female,40,United-States,1
26,Self-emp-not-inc,Bachelors,Divorced,Exec-managerial,Male,38,United-States,1
53,Local-gov,Bachelors,Divorced,Prof-specialty,Female,54,United-States,1
39,Private,11th,Divorced,Craft-repair,Male,46,United-States,1
47,Local-gov,Some-college,Divorced,Prof-specialty,Female,40,United-States,1
44,Private,Some-college,Separated,Craft-repair,Male,55,United-States,1
61,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Male,60,United-States,1
44,Private,Assoc-acdm,Married-civ-spouse,Craft-repair,Male,40,United-States,1
28,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,42,United-States,1
34,Private,Bachelors,Married-civ-spouse,Prof-specialty,Male,40,Peru,1
39,Private,Bachelors,Married-civ-spouse,Sales,Male,40,United-States,1
41,Private,Assoc-voc,Married-civ-spouse,Tech-support,Male,48,United-States,1
35,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,70,United-States,1
34,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,50,United-States,1
30,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Male,50,United-States,1
30,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,50,United-States,1
33,Local-gov,Bachelors,Married-civ-spouse,Adm-clerical,Male,45,United-States,1
31,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,40,United-States,1
50,Private,HS-grad,Married-civ-spouse,Tech-support,Male,40,United-States,1
27,Private,HS-grad,Married-civ-spouse,Prof-specialty,Male,45,United-States,1
37,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Male,65,United-States,1
30,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,40,United-States,1
49,Private,Some-college,Married-civ-spouse,Prof-specialty,Male,44,United-States,1
52,State-gov,Masters,Married-civ-spouse,Prof-specialty,Female,40,United-States,1
39,Local-gov,12th,Married-civ-spouse,Transport-moving,Male,40,Nicaragua,1
37,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Male,48,United-States,1
39,Private,Masters,Married-civ-spouse,Prof-specialty,Male,50,United-States,1
38,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,54,United-States,1
44,Private,Bachelors,Married-civ-spouse,Prof-specialty,Male,40,United-States,1
45,Private,Some-college,Married-civ-spouse,Craft-repair,Male,40,United-States,1
54,Private,HS-grad,Married-civ-spouse,Sales,Male,40,United-States,1
58,Private,Assoc-acdm,Married-civ-spouse,Machine-op-inspct,Male,40,United-States,0
36,Federal-gov,Bachelors,Married-civ-spouse,Adm-clerical,Male,55,United-States,0
45,Private,9th,Married-civ-spouse,Other-service,Male,40,United-States,0
46,Federal-gov,Assoc-voc,Married-civ-spouse,Tech-support,Male,40,United-States,0
41,Private,HS-grad,Married-civ-spouse,Sales,Male,45,United-States,0
41,Federal-gov,Masters,Married-civ-spouse,Exec-managerial,Male,40,United-States,0
34,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,50,United-States,0
33,Federal-gov,Doctorate,Married-civ-spouse,Prof-specialty,Male,40,United-States,0
63,Private,Bachelors,Married-civ-spouse,Sales,Male,40,United-States,0
56,Private,Some-college,Married-civ-spouse,Sales,Male,50,United-States,0
48,Local-gov,HS-grad,Married-civ-spouse,Tech-support,Female,40,United-States,0
40,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Male,55,United-States,0
59,Private,Some-college,Married-civ-spouse,Exec-managerial,Male,45,United-States,0
32,Private,Bachelors,Married-civ-spouse,Sales,Male,50,United-States,0
29,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Male,60,Germany,1
41,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,40,United-States,1
30,Private,Some-college,Married-civ-spouse,Sales,Male,40,United-States,1
34,State-gov,Masters,Married-civ-spouse,Machine-op-inspct,Male,40,United-States,1
41,Private,Some-college,Married-civ-spouse,Transport-moving,Male,65,United-States,1
46,Private,Bachelors,Married-civ-spouse,Prof-specialty,Male,45,United-States,1
39,Private,Masters,Married-civ-spouse,Exec-managerial,Male,45,United-States,1
26,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,60,United-States,1
27,Private,Bachelors,Married-civ-spouse,Sales,Male,55,United-States,1
61,Private,Bachelors,Married-civ-spouse,Prof-specialty,Male,40,United-States,1
37,Private,Bachelors,Married-civ-spouse,Exec-managerial,Female,40,United-States,1
67,Private,Some-college,Married-civ-spouse,Sales,Male,70,United-States,1
28,Self-emp-not-inc,Some-college,Never-married,Transport-moving,Male,40,United-States,1
59,Private,HS-grad,Divorced,Sales,Female,30,United-States,1
24,Private,HS-grad,Never-married,Sales,Female,32,United-States,1
24,Private,Some-college,Never-married,Sales,Male,40,United-States,1
52,Private,HS-grad,Widowed,Sales,Female,40,United-States,1
39,Self-emp-not-inc,Bachelors,Divorced,Adm-clerical,Male,40,United-States,1
43,Private,HS-grad,Divorced,Other-service,Female,35,United-States,1
22,Private,10th,Never-married,Sales,Female,25,United-States,1
30,Private,Assoc-acdm,Divorced,Adm-clerical,Female,40,United-States,1
21,Private,11th,Married-spouse-absent,Handlers-cleaners,Male,40,Dominican-Republic,1
24,Private,HS-grad,Divorced,Protective-serv,Female,40,United-States,1
21,Private,Some-college,Never-married,Sales,Female,28,United-States,1
49,Private,Masters,Divorced,Exec-managerial,Male,45,United-States,1
52,Private,Bachelors,Divorced,Prof-specialty,Female,40,United-States,1
38,Private,Some-college,Divorced,Craft-repair,Male,40,United-States,1
30,Private,Bachelors,Never-married,Sales,Male,48,United-States,1
38,Local-gov,Bachelors,Never-married,Exec-managerial,Male,40,Vietnam,1
25,Private,12th,Never-married,Machine-op-inspct,Male,40,United-States,1
34,Private,Bachelors,Never-married,Exec-managerial,Female,45,United-States,1
24,Federal-gov,Bachelors,Never-married,Prof-specialty,Male,45,United-States,1
25,Private,Bachelors,Never-married,Prof-specialty,Male,40,United-States,1
31,Private,Bachelors,Never-married,Exec-managerial,Male,38,United-States,1
39,Federal-gov,Bachelors,Never-married,Adm-clerical,Male,40,United-States,1
35,Private,HS-grad,Divorced,Transport-moving,Male,60,United-States,1
31,Local-gov,10th,Never-married,Transport-moving,Male,40,United-States,1
30,Private,HS-grad,Never-married,Machine-op-inspct,Male,42,United-States,1
42,Local-gov,Masters,Never-married,Prof-specialty,Female,35,United-States,1
42,Private,Some-college,Divorced,Exec-managerial,Female,50,United-States,1
41,Private,Bachelors,Never-married,Prof-specialty,Female,40,United-States,1
46,Private,HS-grad,Divorced,Craft-repair,Male,40,United-States,1
34,Private,Bachelors,Never-married,Exec-managerial,Male,40,United-States,1
36,Private,Bachelors,Divorced,Exec-managerial,Male,40,United-States,1
36,Private,Bachelors,Never-married,Sales,Female,40,United-States,1
44,Federal-gov,Assoc-acdm,Divorced,Adm-clerical,Female,40,United-States,1
28,Private,HS-grad,Divorced,Other-service,Female,52,United-States,1
52,Private,HS-grad,Divorced,Adm-clerical,Female,38,United-States,1
43,Private,Bachelors,Never-married,Adm-clerical,Male,40,United-States,1
45,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Female,40,United-States,1
30,Private,Bachelors,Married-civ-spouse,Prof-specialty,Male,45,United-States,1
50,Local-gov,Some-college,Married-civ-spouse,Adm-clerical,Male,48,United-States,1
41,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Female,20,United-States,1
31,Private,Some-college,Married-civ-spouse,Adm-clerical,Female,20,United-States,1
27,Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair,Male,40,United-States,1
63,Private,Bachelors,Married-civ-spouse,Sales,Male,35,United-States,1
33,Private,HS-grad,Married-civ-spouse,Adm-clerical,Female,25,United-States,1
28,Private,HS-grad,Married-civ-spouse,Transport-moving,Male,40,United-States,1
34,Local-gov,Some-college,Married-civ-spouse,Craft-repair,Male,40,United-States,1
31,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Male,40,United-States,1
30,Private,Prof-school,Married-civ-spouse,Prof-specialty,Male,40,Haiti,1
47,State-gov,Assoc-acdm,Married-civ-spouse,Protective-serv,Male,40,United-States,1
35,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,40,United-States,1
